STU_CAMPUS_ID|ADV_CAMPUS_ID|DEAN_CAMPUS_ID
0580171|0542545|0203908
0590484|0113725|0203908
0590912|0446203|0203908
0588392|0221412|0203908
0578045|0542526|0203908
0589936|0542526|0203908
0587413|0542526|0203908
0577878|0096670|0203908
0589187|0296615|0203908
0590384|0556386|0112077
0589380|0084460|0203908
0578967|0096267|0203908
0587521|0266997|0203908
0586333|0097842|0203908
0579551|0326548|0203908
0589462|0296615|0203908
0579026|0096267|0203908
0589099|0095668|0203908
0586626|0230361|0203908
0590705|0443624|0112077
0551821|0382781|0203908
0558144|0571069|0203908
0578835|0569781|0203908
0586779|0266997|0203908
0593207|0542526|0203908
0581035|0230361|0203908
0587596|0216521|0203908
0591009|0009960|0203908
0578646|0268226|0203908
0577999|0097842|0203908
0591113|0085001|0203908
0578676|0326548|0203908
0578617|0024822|0203908
0587612|0446184|0203908
0589050|0446184|0203908
0580444|0383868|0203908
0591612|0230361|0203908
0577854|0542545|0203908
0587663|0566344|0203908
0578751|0326548|0203908
0585962|0113725|0203908
0586387|0266997|0203908
0579107|0113725|0203908
0587419|0221412|0203908
0590224|0221412|0203908
0578855|0564671|0203908
0578649|0113725|0203908
0584247|0097842|0203908
0578858|0566344|0203908
0578807|0085001|0203908
0579217|0230361|0203908
0590042|0383868|0203908
0579230|0096670|0203908
0593148|0009960|0203908
0587064|0113725|0203908
0590870|0566344|0203908
0579109|0096670|0203908
0586648|0266997|0203908
0578021|0268226|0203908
0587802|0571069|0203908
0589581|0024822|0203908
0577763|0271056|0203908
0578016|0230964|0203908
0589916|0007289|0203908
0590994|0268226|0203908
0590600|0326548|0203908
0589409|0446184|0203908
0588026|0216521|0203908
0584796|0096809|0203908
0588420|0096267|0203908
0577733|0113725|0203908
0590873|0096267|0203908
0578796|0268226|0203908
0579084|0319122|0203908
0579110|0406642|0203908
0578454|0383868|0203908
0578856|0195176|0112077
0588800|0230361|0203908
0589812|0117870|0203908
0553940|0537847|0203908
0593066|0406642|0203908
0578288|0542526|0203908
0591037|0312329|0203908
0578968|0230361|0203908
0591371|0406642|0203908
0588280|0296615|0203908
0587051|0024822|0203908
0579203|0114076|0203908
0587152|0296615|0203908
0567651|0537847|0203908
0591045|0230361|0203908
0591214|0406642|0203908
0590056|0096267|0203908
0587498|0096670|0203908
0578760|0566344|0203908
0590490|0312329|0203908
0589466|0446184|0203908
0578656|0566344|0203908
0588283|0569781|0203908
0579208|0096670|0203908
0577767|0385062|0203908
0589284|0571069|0203908
0577741|0326548|0203908
0588284|0096670|0203908
0587114|0382781|0203908
0578435|0268226|0203908
0578823|0009960|0203908
0586845|0382781|0203908
0579221|0268226|0203908
0589822|0401327|0203908
0588770|0271056|0203908
0591363|0564671|0203908
0578296|0230964|0203908
0588696|0383868|0203908
0580232|0382781|0203908
0583001|0096670|0203908
0591160|0296615|0203908
0590735|0230361|0203908
0591580|0268226|0203908
0578657|0230361|0203908
0590091|0230964|0203908
0587098|0296615|0203908
0587543|0296615|0203908
0593419|0547916|0203908
0589492|0296615|0203908
0578643|0569781|0203908
0577724|0312329|0203908
0590956|0085001|0203908
0578783|0571069|0203908
0586334|0566344|0203908
0592303|0216521|0203908
0576407|0221412|0203908
0577876|0024822|0203908
0588820|0406642|0203908
0584603|0098678|0203908
0590710|0383868|0203908
0542259|0096670|0203908
0576108|0095668|0203908
0584003|0566344|0203908
0592787|0096267|0203908
0588738|0230361|0203908
0587581|0085001|0203908
0578009|0230964|0203908
0591190|0537847|0203908
0588593|0084460|0203908
0579104|0009960|0203908
0587446|0095668|0203908
0578769|0117870|0203908
0591039|0569781|0203908
0582842|0446184|0203908
0586567|0537847|0203908
0588306|0571069|0203908
0578843|0024822|0203908
0578613|0564671|0203908
0578054|0271056|0203908
0591191|0230361|0203908
0578323|0383868|0203908
0591064|0401327|0203908
0588407|0537847|0203908
0578034|0569781|0203908
0579010|0096267|0203908
0577750|0116747|0203908
0583126|0221412|0203908
0584587|0266997|0203908
0587548|0404119|0203908
0578298|0268226|0203908
0578620|0271056|0203908
0588483|0382781|0203908
0588052|0230964|0203908
0588186|0266997|0203908
0591116|0216521|0203908
0588027|0266997|0203908
0578035|0383868|0203908
0589788|0296615|0203908
0590869|0268226|0203908
0577454|0096267|0203908
0577893|0009960|0203908
0578825|0097842|0203908
0579011|0547916|0203908
0591588|0542545|0203908
0575563|0326548|0203908
0586501|0406642|0203908
0591611|0230361|0203908
0579237|0113725|0203908
0588784|0024822|0203908
0578042|0216521|0203908
0579020|0296615|0203908
0587767|0096670|0203908
0588633|0096670|0203908
0590916|0406642|0203908
0591062|0319122|0203908
0578056|0084460|0203908
0578286|0009960|0203908
0587516|0268226|0203908
0590498|0097842|0203908
0577857|0566344|0203908
0582290|0097842|0203908
0589469|0095668|0203908
0589661|0406642|0203908
0593261|0213967|0112077
0593195|0195176|0112077
0578452|0319122|0203908
0586170|0291085|0112077
0585968|0329482|0112077
0589323|0119072|0112077
0578451|0112975|0112077
0588810|0096830|0112077
0584433|0119072|0112077
0586202|0096830|0112077
0578293|0445540|0077365
0577756|0379497|0112077
0592243|0112975|0112077
0578053|0329482|0112077
0589900|0329482|0112077
0592314|0488996|0112077
0582766|0112975|0112077
0587214|0488996|0112077
0586166|0488996|0112077
0589990|0112077|0112077
0577930|0096830|0112077
0578320|0291085|0112077
0587765|0119072|0112077
0557860|0203908|0203908
0542196|0073057|0077365
0583627|0033989|0077365
0572267|0522367|0077365
0578764|0219652|0077365
0587522|0115996|0077365
0582999|0026540|0077365
0590761|0195176|0112077
0590665|0213967|0112077
0582255|0222485|0077365
0582607|0222485|0077365
0598373|0028728|0077365
0581272|0222485|0077365
0580866|0028728|0077365
0583631|0486302|0077365
0577991|0469661|0077365
0590974|0200761|0077365
0587167|0102575|0077365
0587221|0445540|0077365
0588432|0199347|0077365
0592226|0493949|0077365
0587999|0083395|0077365
0591173|0227392|0077365
0407074|0276984|0077365
0588003|0199347|0077365
0589931|0077365|0077365
0590945|0115996|0077365
0587123|0089277|0077365
0591572|0406779|0077365
0588240|0307234|0077365
0578445|0089277|0077365
0579223|0099817|0077365
0591108|0543771|0077365
0587193|0117161|0077365
0586155|0276984|0077365
0579091|0547019|0077365
0577988|0115996|0077365
0589567|0486302|0077365
0577735|0219652|0077365
0588748|0291085|0077365
0590613|0493949|0077365
0578614|0089277|0077365
0587386|0543629|0077365
0586522|0026540|0077365
0592450|0202020|0077365
0592265|0099817|0077365
0589355|0481249|0077365
0590508|0445540|0077365
0578307|0598196|0077365
0579114|0102041|0077365
0578311|0445540|0077365
0587048|0406779|0077365
0590109|0308525|0077365
0584775|0493949|0077365
0577744|0116747|0077365
0578050|0023985|0077365
0586196|0115996|0077365
0582559|0332547|0077365
0583491|0095668|0077365
0577984|0102575|0077365
0586613|0089277|0077365
0578027|0282725|0077365
0590322|0291085|0077365
0592931|0282725|0077365
0585041|0437040|0077365
0578014|0493949|0077365
0590872|0266947|0077365
0589376|0313750|0077365
0582291|0073057|0077365
0561789|0204447|0077365
0589891|0096267|0077365
0586506|0446184|0077365
0588794|0029491|0077365
0589133|0084460|0077365
0577665|0204447|0077365
0576685|0282725|0077365
0591581|0029491|0077365
0586636|0276984|0077365
0592903|0044478|0077365
0578611|0023985|0077365
0576547|0095668|0077365
0588289|0308525|0077365
0578756|0200761|0077365
0577987|0486302|0077365
0578812|0023985|0077365
0590976|0029491|0077365
0578792|0437040|0077365
0590242|0486302|0077365
0578674|0028728|0077365
0583647|0308525|0077365
0596409|0077365|0077365
0586729|0294817|0077365
0583626|0199347|0077365
0586290|0115996|0077365
0578028|0102575|0077365
0579118|0276984|0077365
0590612|0083395|0077365
0589160|0096339|0077365
0579088|0469661|0077365
0589247|0022979|0077365
0587825|0195176|0077365
0589112|0026540|0077365
0588513|0332547|0077365
0589668|0543771|0077365
0586702|0099817|0077365
0578616|0102575|0077365
0579216|0486302|0077365
0590986|0204447|0077365
0590863|0219652|0077365
0589170|0437040|0077365
0586146|0276984|0077365
0589649|0083395|0077365
0578839|0022979|0077365
0578781|0199347|0077365
0587644|0023985|0077365
0579022|0023985|0077365
0578813|0332547|0077365
0577025|0117367|0077365
0578782|0445540|0077365
0590866|0219652|0077365
0588694|0481249|0077365
0586711|0461000|0077365
0578051|0282725|0077365
0583432|0083395|0077365
0586207|0445540|0077365
0577998|0199347|0077365
0578606|0493949|0077365
0578018|0037931|0077365
0585671|0276984|0077365
0586533|0332547|0077365
0591030|0437040|0077365
0588257|0332547|0077365
0592267|0099817|0077365
0576549|0117161|0077365
0582565|0282725|0077365
0578831|0307234|0077365
0584590|0099817|0077365
0578637|0022979|0077365
0578816|0199347|0077365
0592561|0332547|0077365
0587411|0493949|0077365
0577728|0200761|0077365
0576107|0308525|0077365
0587519|0102575|0077365
0589609|0276984|0077365
0580669|0452605|0077365
0557531|0547019|0077365
0580476|0213967|0077365
0586770|0006438|0077365
0579015|0204447|0077365
0580804|0022979|0077365
0587249|0083395|0077365
0587678|0437040|0077365
0578608|0493949|0077365
0578304|0200761|0077365
0590964|0543771|0077365
0576746|0117161|0077365
0577751|0199347|0077365
0587189|0115996|0077365
0589290|0113397|0077365
0590769|0195176|0112077
0589007|0461000|0077365
0598313|0118550|0118550
0586143|0233845|0077365
0599175|0452605|0077365
0578754|0037931|0077365
0577868|0379497|0112077
0593018|0096830|0077365
0587483|0033989|0077365
0579117|0385062|0077365
0578317|0200761|0077365
0589076|0437040|0077365
0589351|0308525|0077365
0578294|0099817|0077365
0588113|0102575|0077365
0578819|0445540|0077365
0578287|0099199|0077365
0577446|0481249|0077365
0581033|0096339|0077365
0583645|0029491|0077365
0590211|0493949|0077365
0578749|0200761|0077365
0578647|0089277|0077365
0587540|0033989|0077365
0590300|0077365|0077365
0578313|0233845|0077365
0578447|0543925|0077365
0590186|0066352|0077365
0586715|0332547|0077365
0576964|0294817|0077365
0586706|0022979|0077365
0577757|0115996|0077365
0587487|0227392|0077365
0578659|0486302|0077365
0590898|0204447|0077365
0580799|0022979|0077365
0579225|0481249|0077365
0576623|0266947|0077365
0590455|0307234|0077365
0580997|0006438|0077365
0591033|0204447|0077365
0591370|0114646|0077365
0591176|0282725|0077365
0586673|0486302|0077365
0588827|0522367|0077365
0581420|0437040|0077365
0590302|0083395|0077365
0588792|0022979|0077365
0556786|0486302|0077365
0590255|0096339|0077365
0589053|0199347|0077365
0591168|0307234|0077365
0587780|0219652|0077365
0590122|0445540|0077365
0589189|0308525|0077365
0559277|0269467|0077365
0575505|0204447|0077365
0589614|0406779|0077365
0576689|0282725|0077365
0579344|0281328|0077365
0577864|0102575|0077365
0584601|0385062|0077365
0589795|0089277|0077365
0590856|0332547|0077365
0589109|0493949|0077365
0577859|0542545|0077365
0578295|0276984|0077365
0588814|0308525|0077365
0577727|0406779|0077365
0590244|0023985|0077365
0514144|0219652|0077365
0578678|0083395|0077365
0588527|0493949|0077365
0578436|0469661|0077365
0593311|0406779|0077365
0589279|0219652|0077365
0590259|0276984|0077365
0590275|0233845|0077365
0588640|0547019|0077365
0578290|0583404|0077365
0588356|0437040|0077365
0588467|0199347|0077365
0578305|0452605|0077365
0581117|0022979|0077365
0569981|0493949|0077365
0589711|0308525|0077365
0591211|0115996|0077365
0591189|0227392|0077365
0578002|0271056|0077365
0578840|0233845|0077365
0589807|0213967|0077365
0578326|0037931|0077365
0586519|0117161|0077365
0588984|0522367|0077365
0580474|0308525|0077365
0587821|0227392|0077365
0578459|0294817|0077365
0577754|0437040|0077365
0586162|0096339|0077365
0590760|0445540|0077365
0591305|0227392|0077365
0582652|0099199|0077365
0587021|0023985|0077365
0577879|0522367|0077365
0589814|0547019|0077365
0586336|0486302|0077365
0579007|0547019|0077365
0587359|0461000|0077365
0586128|0200761|0077365
0587352|0022979|0077365
0577024|0233845|0077365
0587757|0029491|0077365
0596399|0204447|0077365
0587120|0543629|0077365
0578008|0089277|0077365
0590968|0022979|0077365
0444002|0598196|0077365
0579085|0378435|0077365
0586639|0102575|0077365
0577890|0099817|0077365
0589234|0332547|0077365
0581409|0006438|0077365
0577889|0282725|0077365
0590000|0308525|0077365
0588415|0227392|0077365
0587126|0486302|0077365
0590998|0202020|0077365
0586526|0276984|0077365
0587437|0219652|0077365
0579215|0401327|0077365
0592193|0096339|0077365
0591017|0486302|0077365
0592950|0294817|0077365
0588322|0332547|0077365
0579243|0385062|0077365
0587651|0378435|0077365
0590635|0026540|0077365
0592751|0044478|0077365
0578824|0227392|0077365
0587081|0385062|0077365
0578022|0385062|0077365
0577996|0219652|0077365
0578666|0543771|0077365
0584094|0445540|0077365
0587444|0213967|0077365
0586478|0486302|0077365
0590859|0294817|0077365
0588362|0452605|0077365
0578798|0522367|0077365
0578314|0461000|0077365
0586857|0037931|0077365
0591568|0378435|0077365
0578315|0029491|0077365
0588185|0481249|0077365
0577738|0213967|0077365
0578033|0089277|0077365
0588374|0547019|0077365
0579087|0461000|0077365
0587718|0117161|0077365
0578629|0022979|0077365
0575564|0116537|0077365
0591198|0266947|0077365
0588476|0282725|0077365
0578309|0114646|0077365
0579105|0199347|0077365
0590862|0089277|0077365
0589184|0276984|0077365
0578623|0099817|0077365
0586483|0332547|0077365
0593283|0118550|0118550
0588779|0199347|0077365
0578279|0481249|0077365
0590857|0219652|0077365
0591013|0213967|0112077
0578799|0452605|0077365
0578654|0026540|0077365
0579228|0096339|0077365
0597458|0378435|0077365
0586541|0406779|0077365
0578779|0102575|0077365
0584769|0089277|0077365
0578644|0083395|0077365
0590431|0033989|0077365
0578011|0219652|0077365
0587621|0332547|0077365
0590849|0227392|0077365
0588294|0445540|0077365
0584787|0282725|0077365
0588802|0102575|0077365
0588712|0522367|0077365
0577760|0037931|0077365
0588623|0114076|0077365
0586850|0010777|0077365
0589354|0282725|0077365
0578809|0227392|0077365
0578846|0102575|0077365
0580428|0098678|0077365
0590855|0117161|0077365
0589617|0282725|0077365
0576551|0219652|0077365
0589474|0385062|0077365
0589240|0023985|0077365
0590135|0233845|0077365
0583942|0200761|0077365
0577726|0096339|0077365
0560752|0037931|0077365
0592194|0445540|0077365
0588783|0583404|0077365
0580916|0102575|0077365
0578801|0547019|0077365
0565307|0213967|0077365
0596383|0204447|0077365
0584097|0227392|0077365
0589151|0294817|0077365
0584223|0276984|0077365
0578780|0452605|0077365
0586610|0227392|0077365
0578655|0033989|0077365
0579232|0227392|0077365
0592295|0227392|0077365
0581030|0114646|0077365
0578969|0089277|0077365
0590736|0443624|0112077
0584095|0493949|0077365
0591308|0024822|0077365
0591300|0022979|0077365
0589468|0033989|0077365
0590147|0294817|0077365
0583943|0461000|0077365
0588707|0026540|0077365
0561912|0077365|0077365
0586559|0137551|0118550
0586641|0026322|0118550
0586612|0137551|0118550
0590408|0026322|0118550
0579233|0195176|0118550
0596228|0203908|0118550
|0118550|0118550
0579238|0195176|0118550
0598558|0204447|0118550
0578291|0095668|0118550
0587172|0099817|0118550
0596562|0118550|0118550
0578029|0380493|0118550
0595935|0118550|0118550
0587082|0096290|0118550
0586124|0096290|0118550
0593262|0118550|0118550
0582832|0195176|0118550
|0118550|0118550
0597120|0118550|0118550
0587995|0084460|0118550
0597154|0118550|0118550
0596085|0118550|0118550
0596083|0118550|0118550
0596084|0118550|0118550
0596107|0118550|0118550
0593240|0118550|0118550
0593197|0118550|0118550
0595933|0203908|0118550
0587047|0030740|0118550
0587431|0084460|0118550
0588145|0026322|0118550
0596425|0118550|0118550
0596105|0203908|0118550
0578652|0380493|0118550
0595936|0203908|0118550
0580045|0118550|0118550
0585201|0380493|0118550
0596104|0118550|0118550
0578667|0030740|0118550
0578282|0030740|0118550
0595934|0203908|0118550
0584473|0084460|0118550
0596221|0203908|0118550
0593287|0118550|0118550
0580873|0487491|0384965
0581016|0466608|0384965
0580925|0285664|0384965
0582649|0752512|0384965
0593460|0466608|0384965
0581198|0446020|0384965
0581194|0544691|0384965
0580919|0556386|0112077
0580900|0074352|0384965
0582830|0380493|0384965
0583269|0202020|0384965
0580999|0098678|0384965
0591026|0213967|0112077
0590766|0443624|0112077
0583500|0752512|0384965
0580915|0268226|0384965
0593648|0222485|0384965
0578292|0222485|0384965
0582261|0028728|0384965
0580966|0446020|0384965
0580967|0098678|0384965
0577895|0446020|0384965
0580489|0114076|0384965
0576688|0446020|0384965
0576686|0061920|0384965
0578668|0550401|0384965
0587345|0066352|0384965
0586700|0571069|0384965
0586701|0550401|0384965
0590865|0098678|0384965
0590236|0550401|0384965
0577765|0117870|0384965
0586580|0056466|0384965
0589886|0066352|0384965
0576404|0583404|0384965
0588239|0010777|0384965
0578673|0095778|0384965
0589397|0098678|0384965
0578811|0332527|0384965
0582739|0583404|0384965
0578849|0446020|0384965
0586302|0249085|0384965
0577293|0332527|0384965
0586534|0098678|0384965
0587383|0283482|0384965
0578632|0230361|0384965
0583258|0072554|0384965
0579012|0291085|0112077
0590877|0421020|0384965
0576303|0281356|0384965
0586584|0315387|0112077
0578005|0378435|0384965
0580170|0235741|0384965
0590765|0098678|0384965
0589431|0099165|0384965
0579218|0466608|0384965
0587128|0010777|0384965
0577850|0235741|0384965
0592363|0182964|0384965
0587012|0026322|0384965
0582834|0446020|0384965
0576406|0227422|0384965
0577849|0414354|0384965
0589888|0249085|0384965
0578461|0281356|0384965
0578972|0310870|0384965
0589798|0550401|0384965
0589662|0485179|0384965
0578610|0381527|0384965
0589401|0026322|0384965
0587396|0010777|0384965
0589157|0112236|0384965
0591184|0114493|0384965
0578850|0095778|0384965
0591218|0250694|0384965
0588573|0136658|0384965
0577869|0136658|0384965
0587049|0519011|0384965
0581105|0466608|0384965
0596984|0204447|0384965
0579528|0112975|0384965
0576687|0446020|0384965
0593185|0195176|0118550
0593047|0446020|0118550
0578635|0378435|0384965
0577871|0543771|0384965
0583624|0250694|0384965
0577992|0026322|0384965
0579093|0285664|0384965
0578428|0281356|0384965
0586766|0583404|0384965
0578636|0098678|0384965
0578188|0061920|0384965
0579239|0137551|0384965
0579342|0136658|0384965
0587793|0114493|0384965
0591187|0519011|0384965
0577892|0112236|0384965
0584198|0061920|0384965
0590685|0195176|0112077
0591369|0012032|0384965
0588218|0112236|0384965
0585369|0072554|0384965
0588411|0073196|0384965
0589186|0543925|0384965
0577294||0384965
0576550|0543925|0384965
0579343|0114493|0384965
0578765|0112236|0384965
0588118|0056466|0384965
0587652|0381527|0384965
0589049|0061920|0384965
0587039|0010777|0384965
0591561|0099165|0384965
0578434|0235741|0384965
0588825|0250694|0384965
0591002|0114076|0384965
0580233|0095778|0384965
0589852|0332527|0384965
0586488|0061920|0384965
0580891|0098678|0384965
0578446|0112236|0384965
0582966|0543629|0384965
0590367|0250694|0384965
0590219|0114493|0384965
0578030|0235741|0384965
0578019|0114493|0384965
0585200|0379497|0112077
0588645|0073196|0384965
0591163|0072554|0384965
0590385|0281356|0384965
0579794|0095778|0384965
0578031|0249085|0384965
0577874|0066352|0384965
0584087|0381527|0384965
0593563||0384965
0578815|0061920|0384965
0586543|0136658|0384965
0589220|0010777|0384965
0578020|0381527|0384965
0586682|0089277|0384965
0577860|0583404|0384965
0577764|0235741|0384965
0581287|0556386|0112077
0577990|0026322|0384965
0578032|0414354|0384965
0580727|0332527|0384965
0578038|0114493|0384965
0587645|0116088|0112077
0578001|0000099|0384965
0587195|0095778|0384965
0587565|0230964|0384965
0578639|0012032|0384965
0578834|0000099|0384965
0586220|0000099|0384965
0577870|0466608|0384965
0591196|0466608|0384965
0591222|0227422|0384965
0590072|0112236|0384965
0578817|0469661|0384965
0585606|0026322|0384965
0589224|0235741|0384965
0589297|0137551|0384965
0590606|0182964|0384965
0589830|0112236|0384965
0578851|0519011|0384965
0580734|0095778|0384965
0578790|0098678|0384965
0443945|0010777|0384965
0585346|0752512|0384965
0579220|0074352|0384965
0578047|0112236|0384965
0578612|0544691|0384965
0578820|0099165|0384965
0579100|0414354|0384965
0586735|0056466|0384965
0578015|0487491|0384965
0578845|0066352|0384965
0581417|0114493|0384965
0577732|0061920|0384965
0578672|0095778|0384965
0577863|0216521|0384965
0587485|0095778|0384965
0411178|0250694|0384965
0579241|0235741|0384965
0578622|0380493|0384965
0578829|0072554|0384965
0591052|0752512|0384965
0590121|0519011|0384965
0582504|0443624|0384965
0579016|0112236|0384965
0556268|0519011|0384965
0588458|0381527|0384965
0577725|0469661|0384965
0577026|0543925|0384965
0577083|0182964|0384965
0589818|0409442|0384965
0579363|0550401|0384965
0590662|0085001|0384965
0588672|0056466|0384965
0578464|0414354|0384965
0576405|0137551|0384965
0589663|0182964|0384965
0590338|0332527|0384965
0579226|0072554|0384965
0587263|0310870|0384965
0591213|0380493|0384965
0586598|0182964|0384965
0578682|0485179|0384965
0578795|0074352|0384965
0587425|0583404|0384965
0580429|0114076|0384965
0585963||0384965
0588413|0083395|0384965
0587749|0072554|0384965
0577086|0096290|0384965
0587750|0012032|0384965
0580737|0056466|0384965
0584224|0519011|0384965
0576109|0332527|0384965
0578787|0326548|0384965
0590458|0452605|0384965
0577766|0095778|0384965
0586663|0118550|0384965
0581007|0066352|0384965
0588815|0061920|0384965
0587363|0137551|0384965
0577296|0061920|0384965
0590805|0116537|0384965
0577855|0073196|0384965
0579587|0114493|0384965
0579339|0083395|0384965
0579347|0446020|0384965
0590950|0098678|0384965
0586296|0112236|0384965
0590413|0378441|0384965
0578857|0213967|0112077
0578040|0310870|0384965
0578285|0752512|0384965
0577861|0230964|0384965
0585903|0281356|0384965
0586521|0182964|0384965
0588176|0089277|0384965
0589966|0249085|0384965
0579209|0378441|0384965
0587160|0249085|0384965
0586520|0061920|0384965
0578847|0485179|0384965
0590437|0010777|0384965
0514150|0381527|0384965
0578841|0541323|0384965
0578631|0072554|0384965
0577288|0114076|0384965
0579095|0381527|0384965
0578463|0466608|0384965
0578322|0250694|0384965
0589344|0112236|0384965
0587541|0012032|0384965
0583615|0281356|0384965
0586570|0114493|0384965
0586211|0541323|0384965
0449022|0136658|0384965
0578683|0283482|0384965
0583304|0378441|0384965
0578767|0083395|0384965
0587705|0381527|0384965
0578432|0466608|0384965
0587436|0136658|0384965
0583000|0541323|0384965
0580595|0114493|0384965
0582036|0233790|0384965
0579997|0182964|0384965
0589848|0583404|0384965
0587232|0409442|0384965
0588214|0542228|0384965
0578025|0543771|0384965
0591110|0233790|0384965
0589835|0583404|0384965
0578026|0466608|0384965
0591560|0381527|0384965
0577761|0543925|0384965
0577742|0182964|0384965
0577748|0072554|0384965
0578651|0235741|0384965
0550963|0319122|0112077
0578439|0182964|0384965
0578759|0310870|0384965
0578775|0541323|0384965
0588737|0073196|0384965
0579235|0073196|0384965
0588819|0000099|0384965
0590328|0227422|0384965
0587201|0381527|0384965
0578777|0541323|0384965
0576847|0235741|0384965
0578748|0114493|0384965
0578642|0136658|0384965
0577753|0114493|0384965
0587255|0098678|0384965
0579214|0466608|0384965
0596408|0204447|0384965
0578624|0381527|0384965
0577881|0285664|0384965
0577882|0117870|0384965
0584951|0136658|0384965
0577145|0182964|0384965
0578506|0235741|0384965
0576548|0116747|0384965
0577666|0000099|0384965
0589587|0443624|0384965
0590985|0056466|0384965
0584176|0519011|0384965
0587447|0414354|0384965
0582580|0550401|0384965
0592263|0136658|0384965
0577561|0583404|0384965
0584237|0550401|0384965
0569366|0466608|0384965
0588538|0381527|0384965
0578609|0182964|0384965
0587165|0182964|0384965
0578757|0099165|0384965
0588578|0136658|0384965
0556983|0072554|0384965
0579119|0235741|0384965
0589624|0541323|0384965
0591109|0543629|0384965
0578778|0519011|0384965
0579090|0544691|0384965
0578619|0095778|0384965
0577488|0114076|0384965
0593375|0319122|0384965
0578455|0117176|0384965
0589028|0233790|0384965
0590890|0519011|0384965
0577759|0487491|0384965
0589131|0310870|0384965
0588501|0583404|0384965
0578788|0384965|0384965
0583308|0421020|0384965
0577224|0061920|0384965
0579097|0421020|0384965
0514805|0466608|0384965
0577144|0111312|0384965
0578443|0446020|0384965
0584774|0112236|0384965
0593422|0099165|0384965
0590083|0098678|0384965
0587510|0384965|0384965
0578670|0414354|0384965
0578800|0583404|0384965
0577884|0072554|0384965
0587561|0485179|0384965
0589767|0012032|0384965
0578004||0384965
0576624|0072554|0384965
0587685|0485179|0384965
0579365|0752512|0384965
0578319|0114493|0384965
0591232|0061920|0384965
0578763|0384965|0384965
0576544|0543925|0384965
0587456|0519011|0384965
0583527|0485179|0384965
0579027|0519011|0384965
0578784|0235741|0384965
0591233|0544691|0384965
0577292|0072554|0384965
0592934|0095778|0384965
0587515|0000099|0384965
0577885|0519011|0384965
0583884|0182964|0384965
0589618|0099165|0384965
0583517|0099165|0384965
0514171|0544691|0384965
0589769|0095778|0384965
0583871|0117324|0112077
0588097|0310870|0384965
0579019|0064319|0056466
0580911|0117176|0056466
0580586|0117176|0056466
0585569|0564679|0056466
0582648|0332908|0056466
0582035|0269467|0056466
0577664|0117176|0056466
0580940|0117176|0056466
0587722|0233790|0056466
0585685|0469661|0056466
0578964|0117176|0056466
0589954|0269467|0056466
0596384|0204447|0056466
