CAMPUS_ID|NEIGHBORHOOD|RESIDENCE_HALL
0605967|East Neighborhood 4|Randolph
0605996|East Neighborhood 4|Blackwell
0606049|East Neighborhood 1|Brown
0606104|East Neighborhood 3|Gilbert-Addoms
0606106|East Neighborhood 2|Wilson House
0606107|East Neighborhood 1|Bassett
0606166|East Neighborhood 1|Pegram
0606171|East Neighborhood 2|Aycock
0606174|East Neighborhood 4|Randolph
0606176|East Neighborhood 1|Bassett
0606915|East Neighborhood 3|Southgate
0606928|East Neighborhood 2|Giles
0606947|East Neighborhood 1|Pegram
0607182|East Neighborhood 2|Jarvis
0607662|East Neighborhood 1|Alspaugh
0607842|East Neighborhood 2|Aycock
0607846|East Neighborhood 4|Randolph
0607886|East Neighborhood 2|Wilson House
0607887|East Neighborhood 3|Southgate
0607889|East Neighborhood 1|Bassett
0607890|East Neighborhood 4|Randolph
0607894|East Neighborhood 2|Wilson House
0607895|East Neighborhood 1|Alspaugh
0607896|East Neighborhood 1|Brown
0607899|East Neighborhood 3|Gilbert-Addoms
0607900|East Neighborhood 4|Randolph
0607902|East Neighborhood 1|Bassett
0605624|East Neighborhood 3|Southgate
0606105|East Neighborhood 4|Blackwell
0609164|East Neighborhood 4|Bell Tower
0609512|East Neighborhood 2|Aycock
0611243|East Neighborhood 4|Randolph
0611384|East Neighborhood 4|Bell Tower
0611549|East Neighborhood 3|Gilbert-Addoms
0611559|East Neighborhood 3|Gilbert-Addoms
0613339|East Neighborhood 4|Bell Tower
0613360|East Neighborhood 4|Bell Tower
0614456|East Neighborhood 1|Bassett
0615217|East Neighborhood 4|Bell Tower
0615557|East Neighborhood 1|Bassett
0615665|East Neighborhood 2|Aycock
0615812|East Neighborhood 3|Gilbert-Addoms
0615820|East Neighborhood 4|Blackwell
0616243|East Neighborhood 4|Blackwell
0616299|East Neighborhood 2|Aycock
0606183|East Neighborhood 3|Southgate
0606232|East Neighborhood 1|Alspaugh
0606245|East Neighborhood 1|Bassett
0606246|East Neighborhood 4|Randolph
0606247|East Neighborhood 1|Pegram
0606258|East Neighborhood 4|Bell Tower
0606260|East Neighborhood 2|Aycock
0606261|East Neighborhood 4|Randolph
0606262|East Neighborhood 2|Giles
0606263|East Neighborhood 4|Bell Tower
0606271|East Neighborhood 2|Jarvis
0606274|East Neighborhood 4|Blackwell
0606275|East Neighborhood 4|Bell Tower
0606278|East Neighborhood 1|Bassett
0606279|East Neighborhood 4|Bell Tower
0606288|East Neighborhood 1|Bassett
0606289|East Neighborhood 2|Giles
0606290|East Neighborhood 3|Southgate
0606291|East Neighborhood 2|Epworth
0606293|East Neighborhood 4|Randolph
0606645|East Neighborhood 3|Gilbert-Addoms
0606851|East Neighborhood 4|Randolph
0606964|East Neighborhood 2|Aycock
0606157|East Neighborhood 3|Gilbert-Addoms
0606242|East Neighborhood 1|Alspaugh
0606292|East Neighborhood 3|Southgate
0606298|East Neighborhood 1|Brown
0606372|East Neighborhood 2|Aycock
0606481|East Neighborhood 4|Blackwell
0606051|East Neighborhood 1|Alspaugh
0606301|East Neighborhood 4|Randolph
0606440|East Neighborhood 4|Bell Tower
0606491|East Neighborhood 4|Randolph
0606970|East Neighborhood 1|Alspaugh
0607180|East Neighborhood 3|Gilbert-Addoms
0607901|East Neighborhood 4|Randolph
0606644|East Neighborhood 3|Gilbert-Addoms
0606002|East Neighborhood 4|Blackwell
0613328|East Neighborhood 2|Jarvis
0614480|East Neighborhood 1|Bassett
0614927|East Neighborhood 2|Aycock
0614939|East Neighborhood 4|Randolph
0615233|East Neighborhood 1|Bassett
0615465|East Neighborhood 1|Bassett
0615584|East Neighborhood 2|Jarvis
0615642|East Neighborhood 1|Alspaugh
0615797|East Neighborhood 4|Bell Tower
0616023|East Neighborhood 4|Bell Tower
0616732|East Neighborhood 1|Bassett
0616947|East Neighborhood 4|Randolph
0617001|East Neighborhood 1|Pegram
0617058|East Neighborhood 2|Aycock
0617082|East Neighborhood 1|Pegram
0617163|East Neighborhood 1|Alspaugh
0617256|East Neighborhood 2|Giles
0617452|East Neighborhood 4|Bell Tower
0617464|East Neighborhood 1|Bassett
0606310|East Neighborhood 3|Gilbert-Addoms
0606321|East Neighborhood 1|Brown
0606323|East Neighborhood 3|Gilbert-Addoms
0606330|East Neighborhood 3|Gilbert-Addoms
0606340|East Neighborhood 4|Randolph
0606346|East Neighborhood 1|Alspaugh
0606362|East Neighborhood 2|Jarvis
0606367|East Neighborhood 2|Giles
0606373|East Neighborhood 2|Wilson House
0606374|East Neighborhood 4|Blackwell
0606433|East Neighborhood 3|Southgate
0606434|East Neighborhood 4|Bell Tower
0606435|East Neighborhood 1|Bassett
0606436|East Neighborhood 4|Randolph
0606443|East Neighborhood 3|Southgate
0606445|East Neighborhood 1|Bassett
0606446|East Neighborhood 1|Bassett
0606447|East Neighborhood 4|Blackwell
0606276|East Neighborhood 1|Alspaugh
0606376|East Neighborhood 1|Pegram
0606268|East Neighborhood 3|Southgate
0606603|East Neighborhood 1|Bassett
0607210|East Neighborhood 1|Brown
0608014|East Neighborhood 2|Giles
0608016|East Neighborhood 3|Southgate
0608017|East Neighborhood 2|Giles
0608018|East Neighborhood 1|Pegram
0608019|East Neighborhood 4|Bell Tower
0608020|East Neighborhood 4|Bell Tower
0608021|East Neighborhood 1|Alspaugh
0407091|East Neighborhood 1|Alspaugh
0605667|East Neighborhood 3|Gilbert-Addoms
0606576|East Neighborhood 1|Bassett
0610091|East Neighborhood 3|Gilbert-Addoms
0610856|East Neighborhood 3|Gilbert-Addoms
0611250|East Neighborhood 4|Blackwell
0615039|East Neighborhood 3|Southgate
0615694|East Neighborhood 4|Bell Tower
0618353|East Neighborhood 4|Blackwell
0619145|East Neighborhood 3|Gilbert-Addoms
0621437|East Neighborhood 4|Randolph
0621575|East Neighborhood 4|Blackwell
0609963|East Neighborhood 4|Bell Tower
0610487|East Neighborhood 4|Bell Tower
0615952|East Neighborhood 3|Southgate
0617576|East Neighborhood 3|Southgate
0618481|East Neighborhood 2|Giles
0589847|East Neighborhood 4|Randolph
0606449|East Neighborhood 2|Aycock
0606454|East Neighborhood 1|Bassett
0606455|East Neighborhood 4|Blackwell
0606457|East Neighborhood 4|Bell Tower
0606470|East Neighborhood 2|Giles
0606471|East Neighborhood 4|Randolph
0606476|East Neighborhood 3|Gilbert-Addoms
0606478|East Neighborhood 4|Randolph
0606480|East Neighborhood 3|Gilbert-Addoms
0606488|East Neighborhood 4|Bell Tower
0606494|East Neighborhood 1|Alspaugh
0606497|East Neighborhood 2|Giles
0606529|East Neighborhood 4|Bell Tower
0606547|East Neighborhood 4|Blackwell
0606583|East Neighborhood 3|Gilbert-Addoms
0606718|East Neighborhood 1|Pegram
0607175|East Neighborhood 4|Randolph
0608027|East Neighborhood 4|Bell Tower
0608028|East Neighborhood 3|Gilbert-Addoms
0606158|East Neighborhood 3|Gilbert-Addoms
0607314|East Neighborhood 3|Southgate
0606001|East Neighborhood 4|Blackwell
0606297|East Neighborhood 4|Blackwell
0606327|East Neighborhood 4|Bell Tower
0606337|East Neighborhood 4|Blackwell
0606806|East Neighborhood 4|Randolph
0606927|East Neighborhood 1|Brown
0606986|East Neighborhood 1|Alspaugh
0607117|East Neighborhood 4|Blackwell
0606371|East Neighborhood 4|Randolph
0618135|East Neighborhood 2|Epworth
0618438|East Neighborhood 3|Southgate
0618592|East Neighborhood 3|Southgate
0619086|East Neighborhood 4|Randolph
0620556|East Neighborhood 2|Epworth
0621183|East Neighborhood 4|Blackwell
0599311|East Neighborhood 2|Jarvis
0609678|East Neighborhood 4|Randolph
0610346|East Neighborhood 4|Blackwell
0610353|East Neighborhood 2|Giles
0611271|East Neighborhood 4|Bell Tower
0611548|East Neighborhood 2|Jarvis
0612114|East Neighborhood 1|Alspaugh
0613108|East Neighborhood 2|Epworth
0614438|East Neighborhood 1|Brown
0615031|East Neighborhood 2|Epworth
0606552|East Neighborhood 3|Southgate
0606554|East Neighborhood 4|Randolph
0606560|East Neighborhood 3|Gilbert-Addoms
0606566|East Neighborhood 3|Gilbert-Addoms
0606575|East Neighborhood 3|Gilbert-Addoms
0606578|East Neighborhood 4|Blackwell
0606579|East Neighborhood 4|Bell Tower
0606587|East Neighborhood 4|Randolph
0606589|East Neighborhood 4|Randolph
0606604|East Neighborhood 1|Pegram
0606606|East Neighborhood 1|Alspaugh
0606609|East Neighborhood 4|Bell Tower
0606611|East Neighborhood 2|Aycock
0606618|East Neighborhood 4|Randolph
0606621|East Neighborhood 2|Giles
0606626|East Neighborhood 2|Aycock
0606630|East Neighborhood 4|Randolph
0606647|East Neighborhood 2|Aycock
0606493|East Neighborhood 1|Pegram
0606564|East Neighborhood 1|Alspaugh
0606640|East Neighborhood 2|Giles
0606768|East Neighborhood 1|Bassett
0607307|East Neighborhood 2|Wilson House
0606720|East Neighborhood 4|Randolph
0607176|East Neighborhood 4|Randolph
0604911|East Neighborhood 4|Blackwell
0605619|East Neighborhood 4|Bell Tower
0605688|East Neighborhood 3|Southgate
0606046|East Neighborhood 4|Randolph
0606168|East Neighborhood 3|Gilbert-Addoms
0606175|East Neighborhood 2|Jarvis
0606252|East Neighborhood 2|Aycock
0606360|East Neighborhood 4|Randolph
0607122|East Neighborhood 2|Jarvis
0607340|East Neighborhood 2|Jarvis
0607828|East Neighborhood 4|Randolph
0610761|East Neighborhood 2|Wilson House
0614914|East Neighborhood 1|Brown
0615040|East Neighborhood 2|Aycock
0618473|East Neighborhood 4|Blackwell
0618525|East Neighborhood 1|Pegram
0619799|East Neighborhood 1|Bassett
0621038|East Neighborhood 4|Randolph
0621380|East Neighborhood 1|Alspaugh
0611377|East Neighborhood 1|Bassett
0611547|East Neighborhood 1|Alspaugh
0616669|East Neighborhood 4|Bell Tower
0618091|East Neighborhood 1|Bassett
0619682|East Neighborhood 4|Blackwell
0606648|East Neighborhood 4|Bell Tower
0606688|East Neighborhood 2|Aycock
0606695|East Neighborhood 4|Blackwell
0606697|East Neighborhood 1|Pegram
0606704|East Neighborhood 4|Randolph
0606712|East Neighborhood 4|Randolph
0606714|East Neighborhood 4|Blackwell
0606719|East Neighborhood 4|Randolph
0606724|East Neighborhood 4|Blackwell
0606725|East Neighborhood 4|Randolph
0606728|East Neighborhood 2|Giles
0606731|East Neighborhood 3|Gilbert-Addoms
0606733|East Neighborhood 4|Bell Tower
0606737|East Neighborhood 4|Blackwell
0606742|East Neighborhood 3|Southgate
0606745|East Neighborhood 4|Blackwell
0606746|East Neighborhood 4|Blackwell
0606753|East Neighborhood 3|Gilbert-Addoms
0606756|East Neighborhood 1|Bassett
0606081|East Neighborhood 3|Gilbert-Addoms
0606316|East Neighborhood 3|Gilbert-Addoms
0606361|East Neighborhood 2|Giles
0606486|East Neighborhood 3|Southgate
0606546|East Neighborhood 1|Brown
0605370|East Neighborhood 4|Blackwell
0605714|East Neighborhood 4|Blackwell
0606177|East Neighborhood 4|Randolph
0606336|East Neighborhood 3|Gilbert-Addoms
0606524|East Neighborhood 1|Pegram
0606588|East Neighborhood 4|Randolph
0606623|East Neighborhood 3|Southgate
0606757|East Neighborhood 4|Randolph
0606843|East Neighborhood 3|Gilbert-Addoms
0607053|East Neighborhood 4|Randolph
0607133|East Neighborhood 2|Giles
0610470|East Neighborhood 2|Giles
0611584|East Neighborhood 2|Wilson House
0617686|East Neighborhood 4|Randolph
0617742|East Neighborhood 1|Alspaugh
0619140|East Neighborhood 1|Alspaugh
0610649|East Neighborhood 4|Blackwell
0610888|East Neighborhood 3|Gilbert-Addoms
0611247|East Neighborhood 4|Blackwell
0611648|East Neighborhood 1|Alspaugh
0614502|East Neighborhood 1|Alspaugh
0614757|East Neighborhood 3|Southgate
0614982|East Neighborhood 1|Brown
0615174|East Neighborhood 1|Brown
0615181|East Neighborhood 1|Bassett
0615264|East Neighborhood 1|Bassett
0615278|East Neighborhood 4|Bell Tower
0615794|East Neighborhood 4|Blackwell
0616418|East Neighborhood 2|Wilson House
0617975|East Neighborhood 2|Jarvis
0618303|East Neighborhood 1|Brown
0606760|East Neighborhood 3|Southgate
0606767|East Neighborhood 4|Bell Tower
0606771|East Neighborhood 4|Blackwell
0606773|East Neighborhood 2|Giles
0606776|East Neighborhood 2|Jarvis
0606810|East Neighborhood 4|Bell Tower
0606844|East Neighborhood 4|Bell Tower
0606849|East Neighborhood 3|Southgate
0606852|East Neighborhood 3|Gilbert-Addoms
0606854|East Neighborhood 1|Alspaugh
0606861|East Neighborhood 1|Brown
0606868|East Neighborhood 4|Randolph
0606878|East Neighborhood 1|Bassett
0606916|East Neighborhood 1|Bassett
0606922|East Neighborhood 4|Blackwell
0606923|East Neighborhood 2|Aycock
0606932|East Neighborhood 3|Southgate
0606936|East Neighborhood 4|Randolph
0605627|East Neighborhood 2|Giles
0605766|East Neighborhood 4|Randolph
0606309|East Neighborhood 1|Pegram
0606334|East Neighborhood 1|Pegram
0606347|East Neighborhood 1|Pegram
0606627|East Neighborhood 4|Bell Tower
0606860|East Neighborhood 1|Alspaugh
0606990|East Neighborhood 1|Brown
0607892|East Neighborhood 2|Jarvis
0605994|East Neighborhood 4|Randolph
0605997|East Neighborhood 4|Blackwell
0590717|East Neighborhood 1|Bassett
0604915|East Neighborhood 4|Bell Tower
0614758|East Neighborhood 1|Pegram
0617732|East Neighborhood 3|Gilbert-Addoms
0616979|East Neighborhood 1|Alspaugh
0617307|East Neighborhood 2|Giles
0618039|East Neighborhood 4|Blackwell
0618362|East Neighborhood 2|Wilson House
0618960|East Neighborhood 2|Aycock
0620039|East Neighborhood 1|Alspaugh
0620937|East Neighborhood 4|Randolph
0541665|East Neighborhood 3|Southgate
0606351|East Neighborhood 4|Bell Tower
0608973|East Neighborhood 2|Jarvis
0609114|East Neighborhood 3|Gilbert-Addoms
0609422|East Neighborhood 3|Gilbert-Addoms
0609682|East Neighborhood 2|Wilson House
0610115|East Neighborhood 1|Alspaugh
0610887|East Neighborhood 3|Gilbert-Addoms
0611140|East Neighborhood 1|Alspaugh
0611263|East Neighborhood 4|Blackwell
0612507|East Neighborhood 4|Bell Tower
0606938|East Neighborhood 2|Giles
0606939|East Neighborhood 2|Giles
0606940|East Neighborhood 1|Pegram
0606946|East Neighborhood 3|Southgate
0606948|East Neighborhood 2|Giles
0606949|East Neighborhood 2|Aycock
0606953|East Neighborhood 4|Bell Tower
0606955|East Neighborhood 2|Aycock
0606959|East Neighborhood 4|Randolph
0606960|East Neighborhood 1|Bassett
0606971|East Neighborhood 2|Giles
0606976|East Neighborhood 4|Bell Tower
0606983|East Neighborhood 4|Randolph
0606984|East Neighborhood 1|Bassett
0606985|East Neighborhood 4|Randolph
0607051|East Neighborhood 4|Bell Tower
0607118|East Neighborhood 4|Bell Tower
0607184|East Neighborhood 1|Alspaugh
0621573|East Neighborhood 1|Pegram
0605718|East Neighborhood 1|Pegram
0607807|East Neighborhood 2|Wilson House
0609052|East Neighborhood 4|Blackwell
0609053|East Neighborhood 3|Southgate
0609318|East Neighborhood 4|Randolph
0611241|East Neighborhood 4|Randolph
0616798|East Neighborhood 1|Pegram
0618360|East Neighborhood 1|Pegram
0618835|East Neighborhood 3|Southgate
0621019|East Neighborhood 4|Randolph
0621829|East Neighborhood 2|Wilson House
0606803|East Neighborhood 3|Southgate
0608974|East Neighborhood 2|Jarvis
0609798|East Neighborhood 4|Blackwell
0610296|East Neighborhood 2|Aycock
0611966|East Neighborhood 1|Brown
0614051|East Neighborhood 3|Gilbert-Addoms
0620048|East Neighborhood 4|Blackwell
0590627|East Neighborhood 1|Bassett
0609148|East Neighborhood 1|Alspaugh
0611900|East Neighborhood 3|Gilbert-Addoms
0614894|East Neighborhood 4|Blackwell
0615741|East Neighborhood 4|Blackwell
0617037|East Neighborhood 1|Bassett
0617130|East Neighborhood 4|Randolph
0621828|East Neighborhood 4|Blackwell
0615662|East Neighborhood 1|Pegram
0617022|East Neighborhood 1|Brown
0617415|East Neighborhood 3|Southgate
0617432|East Neighborhood 2|Wilson House
0590956|Crowell Quad|House BB
0585211|Wannamaker Quad|Wannamaker
0607259|East Neighborhood 4|Blackwell
0607306|East Neighborhood 3|Gilbert-Addoms
0607310|East Neighborhood 4|Randolph
0607327|East Neighborhood 3|Gilbert-Addoms
0607529|East Neighborhood 4|Bell Tower
0604851|East Neighborhood 4|Blackwell
0605993|East Neighborhood 4|Bell Tower
0606048|East Neighborhood 2|Giles
0606050|East Neighborhood 2|Giles
0606128|East Neighborhood 2|Jarvis
0606169|East Neighborhood 4|Bell Tower
0606182|East Neighborhood 4|Bell Tower
0606234|East Neighborhood 2|Aycock
0606239|East Neighborhood 4|Randolph
0618482|East Neighborhood 1|Pegram
0619215|East Neighborhood 1|Brown
0619653|East Neighborhood 2|Aycock
0619741|East Neighborhood 2|Giles
0605618|East Neighborhood 3|Gilbert-Addoms
0606689|East Neighborhood 4|Blackwell
0609417|East Neighborhood 3|Gilbert-Addoms
0609499|East Neighborhood 4|Blackwell
0609896|East Neighborhood 2|Wilson House
0613347|East Neighborhood 2|Giles
0613702|East Neighborhood 1|Pegram
0615555|East Neighborhood 4|Bell Tower
0617180|East Neighborhood 3|Gilbert-Addoms
0617535|East Neighborhood 4|Blackwell
0618081|East Neighborhood 4|Blackwell
0618493|East Neighborhood 4|Blackwell
0619189|East Neighborhood 2|Wilson House
0607058|East Neighborhood 4|Blackwell
0609674|East Neighborhood 1|Brown
0609878|East Neighborhood 3|Gilbert-Addoms
0611133|East Neighborhood 2|Aycock
0611159|East Neighborhood 1|Pegram
0614991|East Neighborhood 1|Brown
0615318|East Neighborhood 2|Jarvis
0615699|East Neighborhood 4|Bell Tower
0616032|East Neighborhood 1|Bassett
0616915|East Neighborhood 4|Blackwell
0616980|East Neighborhood 4|Randolph
0617814|East Neighborhood 3|Southgate
0617826|East Neighborhood 4|Bell Tower
0617878|East Neighborhood 4|Bell Tower
0618001|East Neighborhood 3|Southgate
0618393|East Neighborhood 1|Brown
0619449|East Neighborhood 2|Wilson House
0619713|East Neighborhood 4|Blackwell
0619825|East Neighborhood 1|Alspaugh
0587120|Kilgo Quad|House P
0606283|East Neighborhood 1|Alspaugh
0606295|East Neighborhood 4|Bell Tower
0606339|East Neighborhood 4|Blackwell
0606356|East Neighborhood 1|Pegram
0606464|East Neighborhood 4|Blackwell
0606474|East Neighborhood 3|Southgate
0606489|East Neighborhood 2|Giles
0606548|East Neighborhood 4|Randolph
0606595|East Neighborhood 1|Pegram
0606634|East Neighborhood 2|Aycock
0606687|East Neighborhood 4|Bell Tower
0606705|East Neighborhood 3|Gilbert-Addoms
0606736|East Neighborhood 3|Gilbert-Addoms
0606739|East Neighborhood 4|Randolph
0606740|East Neighborhood 2|Jarvis
0606751|East Neighborhood 3|Gilbert-Addoms
0606761|East Neighborhood 4|Blackwell
0606763|East Neighborhood 1|Brown
0621676|East Neighborhood 4|Bell Tower
0541047|East Neighborhood 4|Blackwell
0567632|East Neighborhood 2|Jarvis
0605717|East Neighborhood 2|Jarvis
0611234|East Neighborhood 4|Randolph
0615212|East Neighborhood 3|Gilbert-Addoms
0619870|East Neighborhood 1|Brown
0620932|East Neighborhood 4|Bell Tower
0542927|East Neighborhood 2|Wilson House
0608866|East Neighborhood 3|Southgate
0611409|East Neighborhood 1|Alspaugh
0614474|East Neighborhood 2|Giles
0615347|East Neighborhood 2|Aycock
0618361|East Neighborhood 2|Giles
0618363|East Neighborhood 1|Pegram
0618574|East Neighborhood 1|Brown
0618652|East Neighborhood 4|Randolph
0580586|Kilgo Quad|House J
0606812|East Neighborhood 1|Bassett
0606818|East Neighborhood 1|Alspaugh
0606846|East Neighborhood 4|Randolph
0606856|East Neighborhood 1|Brown
0606866|East Neighborhood 1|Brown
0606930|East Neighborhood 3|Southgate
