CAMPUS_ID|NEIGHBORHOOD|RESIDENCE_HALL
0606686|East Neighborhood 1|Alspaugh
0606297|East Neighborhood 4|Blackwell
0606327|East Neighborhood 4|Bell Tower
0606337|East Neighborhood 4|Blackwell
0606806|East Neighborhood 4|Randolph
0606927|East Neighborhood 1|Brown
0606986|East Neighborhood 1|Alspaugh
0607117|East Neighborhood 4|Blackwell
0606371|East Neighborhood 4|Randolph
0606564|East Neighborhood 1|Alspaugh
0606640|East Neighborhood 2|Giles
0606768|East Neighborhood 1|Bassett
0606815|East Neighborhood 4|Randolph
0607307|East Neighborhood 2|Wilson House
0618203|East Neighborhood 1|Alspaugh
0618362|East Neighborhood 2|Wilson House
0618433|East Neighborhood 2|Aycock
0618960|East Neighborhood 2|Aycock
0619847|East Neighborhood 2|Giles
0620039|East Neighborhood 1|Alspaugh
0620937|East Neighborhood 4|Randolph
0541665|East Neighborhood 3|Southgate
0606351|East Neighborhood 4|Bell Tower
0608973|East Neighborhood 2|Jarvis
0610115|East Neighborhood 1|Alspaugh
0611140|East Neighborhood 1|Alspaugh
0611263|East Neighborhood 4|Blackwell
0612507|East Neighborhood 4|Bell Tower
0614480|East Neighborhood 1|Bassett
0614939|East Neighborhood 4|Randolph
0606565|East Neighborhood 2|Aycock
0606566|East Neighborhood 3|Gilbert-Addoms
0606567|East Neighborhood 4|Bell Tower
0606578|East Neighborhood 4|Blackwell
0606579|East Neighborhood 4|Bell Tower
0606589|East Neighborhood 4|Randolph
0606604|East Neighborhood 1|Pegram
0606606|East Neighborhood 1|Alspaugh
0606609|East Neighborhood 4|Bell Tower
0606611|East Neighborhood 2|Aycock
0606621|East Neighborhood 2|Giles
0606626|East Neighborhood 2|Aycock
0606630|East Neighborhood 4|Randolph
0606631|East Neighborhood 1|Bassett
0606641|East Neighborhood 1|Bassett
0606647|East Neighborhood 2|Aycock
0606648|East Neighborhood 4|Bell Tower
0606688|East Neighborhood 2|Aycock
0606695|East Neighborhood 4|Blackwell
0605690|East Neighborhood 4|Randolph
0605882|East Neighborhood 4|Randolph
0606045|East Neighborhood 4|Blackwell
0606720|East Neighborhood 4|Randolph
0605688|East Neighborhood 3|Southgate
0606046|East Neighborhood 4|Randolph
0606168|East Neighborhood 3|Gilbert-Addoms
0606252|East Neighborhood 2|Aycock
0606360|East Neighborhood 4|Randolph
0607122|East Neighborhood 2|Jarvis
0605804|East Neighborhood 4|Randolph
0606081|East Neighborhood 3|Gilbert-Addoms
0606316|East Neighborhood 3|Gilbert-Addoms
0606361|East Neighborhood 2|Giles
0606486|East Neighborhood 3|Southgate
0611159|East Neighborhood 1|Pegram
0614991|East Neighborhood 1|Brown
0615318|East Neighborhood 2|Jarvis
0615562|East Neighborhood 1|Brown
0615699|East Neighborhood 4|Bell Tower
0616032|East Neighborhood 1|Bassett
0616686|East Neighborhood 2|Wilson House
0616822|East Neighborhood 4|Randolph
0617814|East Neighborhood 3|Southgate
0617826|East Neighborhood 4|Bell Tower
0617878|East Neighborhood 4|Bell Tower
0618001|East Neighborhood 3|Southgate
0619449|East Neighborhood 2|Wilson House
0619713|East Neighborhood 4|Blackwell
0609054|East Neighborhood 4|Bell Tower
0609164|East Neighborhood 4|Bell Tower
0609393|East Neighborhood 3|Gilbert-Addoms
0609643|East Neighborhood 2|Aycock
0611243|East Neighborhood 4|Randolph
0606697|East Neighborhood 1|Pegram
0606700|East Neighborhood 1|Pegram
0606708|East Neighborhood 1|Alspaugh
0606710|East Neighborhood 4|Blackwell
0606714|East Neighborhood 4|Blackwell
0606716|East Neighborhood 3|Gilbert-Addoms
0606719|East Neighborhood 4|Randolph
0606725|East Neighborhood 4|Randolph
0606728|East Neighborhood 2|Giles
0606733|East Neighborhood 4|Bell Tower
0606737|East Neighborhood 4|Blackwell
0606745|East Neighborhood 4|Blackwell
0606746|East Neighborhood 4|Blackwell
0606753|East Neighborhood 3|Gilbert-Addoms
0606756|East Neighborhood 1|Bassett
0606760|East Neighborhood 3|Southgate
0606767|East Neighborhood 4|Bell Tower
0606771|East Neighborhood 4|Blackwell
0606773|East Neighborhood 2|Giles
0606531|East Neighborhood 1|Alspaugh
0606546|East Neighborhood 1|Brown
0606734|East Neighborhood 1|Pegram
0605714|East Neighborhood 4|Blackwell
0606177|East Neighborhood 4|Randolph
0606335|East Neighborhood 2|Wilson House
0606588|East Neighborhood 4|Randolph
0606599|East Neighborhood 2|Jarvis
0606623|East Neighborhood 3|Southgate
0606757|East Neighborhood 4|Randolph
0606843|East Neighborhood 3|Gilbert-Addoms
0607053|East Neighborhood 4|Randolph
0605627|East Neighborhood 2|Giles
0605766|East Neighborhood 4|Randolph
0606309|East Neighborhood 1|Pegram
0606334|East Neighborhood 1|Pegram
0611900|East Neighborhood 3|Gilbert-Addoms
0614894|East Neighborhood 4|Blackwell
0614915|East Neighborhood 1|Bassett
0615741|East Neighborhood 4|Blackwell
0617037|East Neighborhood 1|Bassett
0617130|East Neighborhood 4|Randolph
0621828|East Neighborhood 4|Blackwell
0615662|East Neighborhood 1|Pegram
0617022|East Neighborhood 1|Brown
0617415|East Neighborhood 3|Southgate
0610091|East Neighborhood 3|Gilbert-Addoms
0610856|East Neighborhood 3|Gilbert-Addoms
0611250|East Neighborhood 4|Blackwell
0606776|East Neighborhood 2|Jarvis
0606810|East Neighborhood 4|Bell Tower
0606849|East Neighborhood 3|Southgate
0606852|East Neighborhood 3|Gilbert-Addoms
0606854|East Neighborhood 1|Alspaugh
0606858|East Neighborhood 1|Brown
0606861|East Neighborhood 1|Brown
0606868|East Neighborhood 4|Randolph
0606878|East Neighborhood 1|Bassett
0606916|East Neighborhood 1|Bassett
0606920|East Neighborhood 1|Bassett
0606921|East Neighborhood 4|Blackwell
0606922|East Neighborhood 4|Blackwell
0606923|East Neighborhood 2|Aycock
0606938|East Neighborhood 2|Giles
0606940|East Neighborhood 1|Pegram
0606943|East Neighborhood 1|Bassett
0606946|East Neighborhood 3|Southgate
0606347|East Neighborhood 1|Pegram
0606627|East Neighborhood 4|Bell Tower
0606646|East Neighborhood 2|Aycock
0606860|East Neighborhood 1|Alspaugh
0606990|East Neighborhood 1|Brown
0607892|East Neighborhood 2|Jarvis
0605994|East Neighborhood 4|Randolph
0448467|East Neighborhood 4|Randolph
0590717|East Neighborhood 1|Bassett
0604329|East Neighborhood 2|Jarvis
0614758|East Neighborhood 1|Pegram
0621573|East Neighborhood 1|Pegram
0604800|East Neighborhood 4|Blackwell
0605623|East Neighborhood 4|Blackwell
0606539|East Neighborhood 1|Brown
0607807|East Neighborhood 2|Wilson House
0615233|East Neighborhood 1|Bassett
0615365|East Neighborhood 4|Blackwell
0615465|East Neighborhood 1|Bassett
0615579|East Neighborhood 3|Gilbert-Addoms
0615622|East Neighborhood 3|Gilbert-Addoms
0615642|East Neighborhood 1|Alspaugh
0615797|East Neighborhood 4|Bell Tower
0616023|East Neighborhood 4|Bell Tower
0616732|East Neighborhood 1|Bassett
0616907|East Neighborhood 1|Bassett
0617058|East Neighborhood 2|Aycock
0617082|East Neighborhood 1|Pegram
0617256|East Neighborhood 2|Giles
0617452|East Neighborhood 4|Bell Tower
0617464|East Neighborhood 1|Bassett
0618135|East Neighborhood 2|Epworth
0618438|East Neighborhood 3|Southgate
0618592|East Neighborhood 3|Southgate
0619086|East Neighborhood 4|Randolph
0590956|Crowell Quad|House BB
0606949|East Neighborhood 2|Aycock
0606953|East Neighborhood 4|Bell Tower
0606955|East Neighborhood 2|Aycock
0606959|East Neighborhood 4|Randolph
0606961|East Neighborhood 3|Southgate
0606971|East Neighborhood 2|Giles
0606983|East Neighborhood 4|Randolph
0606984|East Neighborhood 1|Bassett
0606985|East Neighborhood 4|Randolph
0606994|East Neighborhood 4|Blackwell
0607051|East Neighborhood 4|Bell Tower
0607118|East Neighborhood 4|Bell Tower
0607125|East Neighborhood 4|Randolph
0607128|East Neighborhood 1|Pegram
0607184|East Neighborhood 1|Alspaugh
0607306|East Neighborhood 3|Gilbert-Addoms
0609053|East Neighborhood 3|Southgate
0611241|East Neighborhood 4|Randolph
0612617|East Neighborhood 4|Randolph
0616798|East Neighborhood 1|Pegram
0618360|East Neighborhood 1|Pegram
0621829|East Neighborhood 2|Wilson House
0606803|East Neighborhood 3|Southgate
0608974|East Neighborhood 2|Jarvis
0609798|East Neighborhood 4|Blackwell
0609955|East Neighborhood 3|Gilbert-Addoms
0610296|East Neighborhood 2|Aycock
0611966|East Neighborhood 1|Brown
0614051|East Neighborhood 3|Gilbert-Addoms
0616304|East Neighborhood 3|Southgate
0618482|East Neighborhood 1|Pegram
0619215|East Neighborhood 1|Brown
0611549|East Neighborhood 3|Gilbert-Addoms
0611559|East Neighborhood 3|Gilbert-Addoms
0612872|East Neighborhood 4|Bell Tower
0613339|East Neighborhood 4|Bell Tower
0613360|East Neighborhood 4|Bell Tower
0615217|East Neighborhood 4|Bell Tower
0615665|East Neighborhood 2|Aycock
0615812|East Neighborhood 3|Gilbert-Addoms
0615820|East Neighborhood 4|Blackwell
0616234|East Neighborhood 2|Aycock
0616243|East Neighborhood 4|Blackwell
0616299|East Neighborhood 2|Aycock
0616327|East Neighborhood 1|Alspaugh
0616371|East Neighborhood 4|Blackwell
0616440|East Neighborhood 1|Brown
0616979|East Neighborhood 1|Alspaugh
0617307|East Neighborhood 2|Giles
0585211|Wannamaker Quad|Wannamaker
0607310|East Neighborhood 4|Randolph
0607316|East Neighborhood 1|Alspaugh
0607327|East Neighborhood 3|Gilbert-Addoms
0607529|East Neighborhood 4|Bell Tower
0604851|East Neighborhood 4|Blackwell
0605993|East Neighborhood 4|Bell Tower
0606160|East Neighborhood 4|Randolph
0606169|East Neighborhood 4|Bell Tower
0606173|East Neighborhood 4|Bell Tower
0606182|East Neighborhood 4|Bell Tower
0606234|East Neighborhood 2|Aycock
0606239|East Neighborhood 4|Randolph
0606283|East Neighborhood 1|Alspaugh
0606295|East Neighborhood 4|Bell Tower
0606303|East Neighborhood 2|Giles
0606339|East Neighborhood 4|Blackwell
0605618|East Neighborhood 3|Gilbert-Addoms
0606689|East Neighborhood 4|Blackwell
0609417|East Neighborhood 3|Gilbert-Addoms
0609499|East Neighborhood 4|Blackwell
0613347|East Neighborhood 2|Giles
0613702|East Neighborhood 1|Pegram
0614036|East Neighborhood 2|Wilson House
0614959|East Neighborhood 2|Giles
0615555|East Neighborhood 4|Bell Tower
0617180|East Neighborhood 3|Gilbert-Addoms
0617535|East Neighborhood 4|Blackwell
0618081|East Neighborhood 4|Blackwell
0618493|East Neighborhood 4|Blackwell
0619075|East Neighborhood 3|Gilbert-Addoms
0619189|East Neighborhood 2|Wilson House
0619740|East Neighborhood 1|Bassett
0620045|East Neighborhood 1|Brown
0567632|East Neighborhood 2|Jarvis
0615212|East Neighborhood 3|Gilbert-Addoms
0615694|East Neighborhood 4|Bell Tower
0618353|East Neighborhood 4|Blackwell
0619145|East Neighborhood 3|Gilbert-Addoms
0621437|East Neighborhood 4|Randolph
0610487|East Neighborhood 4|Bell Tower
0611742|East Neighborhood 1|Alspaugh
0615952|East Neighborhood 3|Southgate
0616363|East Neighborhood 4|Blackwell
0617576|East Neighborhood 3|Southgate
0618481|East Neighborhood 2|Giles
0610470|East Neighborhood 2|Giles
0611584|East Neighborhood 2|Wilson House
0617686|East Neighborhood 4|Randolph
0617742|East Neighborhood 1|Alspaugh
0606356|East Neighborhood 1|Pegram
0606464|East Neighborhood 4|Blackwell
0606474|East Neighborhood 3|Southgate
0606487|East Neighborhood 1|Alspaugh
0606489|East Neighborhood 2|Giles
0606548|East Neighborhood 4|Randolph
0606558|East Neighborhood 4|Randolph
0606563|East Neighborhood 3|Southgate
0606634|East Neighborhood 2|Aycock
0606687|East Neighborhood 4|Bell Tower
0606730|East Neighborhood 2|Giles
0606736|East Neighborhood 3|Gilbert-Addoms
0606739|East Neighborhood 4|Randolph
0606761|East Neighborhood 4|Blackwell
0606763|East Neighborhood 1|Brown
0606807|East Neighborhood 1|Alspaugh
0606812|East Neighborhood 1|Bassett
0606816|East Neighborhood 4|Randolph
0616912|East Neighborhood 1|Brown
0618451|East Neighborhood 3|Southgate
0619622|East Neighborhood 1|Bassett
0619870|East Neighborhood 1|Brown
0620554|East Neighborhood 1|Pegram
0620932|East Neighborhood 4|Bell Tower
0608866|East Neighborhood 3|Southgate
0611409|East Neighborhood 1|Alspaugh
0615347|East Neighborhood 2|Aycock
0618361|East Neighborhood 2|Giles
0618574|East Neighborhood 1|Brown
0619230|East Neighborhood 3|Southgate
0619304|East Neighborhood 3|Gilbert-Addoms
0619708|East Neighborhood 1|Brown
0619834|East Neighborhood 1|Brown
0621569|East Neighborhood 3|Southgate
0609859|East Neighborhood 3|Gilbert-Addoms
0588815|Edens Quad|House 2A
0567647|East Neighborhood 2|Wilson House
0606856|East Neighborhood 1|Brown
0606866|East Neighborhood 1|Brown
0606870|East Neighborhood 1|Brown
0606933|East Neighborhood 2|Aycock
0606957|East Neighborhood 3|Gilbert-Addoms
0606958|East Neighborhood 3|Southgate
0606973|East Neighborhood 2|Wilson House
0606975|East Neighborhood 3|Gilbert-Addoms
0606993|East Neighborhood 3|Gilbert-Addoms
0607054|East Neighborhood 3|Gilbert-Addoms
0607120|East Neighborhood 1|Pegram
0607300|East Neighborhood 4|Blackwell
0605719|East Neighborhood 4|Blackwell
0606103|East Neighborhood 2|Giles
0606127|East Neighborhood 1|Brown
0606162|East Neighborhood 4|Bell Tower
0606236|East Neighborhood 3|Gilbert-Addoms
0606280|East Neighborhood 2|Jarvis
0606355|East Neighborhood 3|Gilbert-Addoms
0613507|East Neighborhood 3|Southgate
0615504|East Neighborhood 1|Bassett
0615655|East Neighborhood 3|Gilbert-Addoms
0615664|East Neighborhood 4|Blackwell
0616096|East Neighborhood 4|Randolph
